date,consommation_totale_kwh,consommation_moyenne_kwh,temp_moyenne_c,temp_min_c,temp_max_c,degres_jour_chauffage,nb_releves,part_lignes_imputees_pct,annee,mois,jour,jour_semaine,weekend,jour_annee,saison_automne,saison_ete,saison_hiver,saison_printemps,conso_lag_1,conso_lag_7,conso_rolling_7,conso_rolling_14,split
2024-01-28,17025.98,24.32282857142857,3.0134857142857143,-0.45875714285714286,9.013057142857143,13.986514285714286,700,10.285714285714285,2024,1,28,6,1,28,False,False,True,False,17138.15,16919.92,20127.647142857142,20121.118571428575,train
2024-01-29,21441.915,30.631307142857143,3.1805,-0.07304285714285713,9.266357142857142,13.8195,700,15.285714285714286,2024,1,29,0,0,29,False,False,True,False,17025.98,21583.82,20142.79857142857,20114.389642857142,train
2024-01-30,21453.03,30.647185714285712,2.9678857142857145,-1.856328571428571,8.2574,14.032114285714284,700,15.571428571428573,2024,1,30,1,0,30,False,False,True,False,21441.915,21480.51,20122.52642857143,20119.030714285713,train
2024-01-31,21392.8,30.561142857142855,3.5376000000000003,-1.423442857142857,8.418042857142858,13.4624,700,14.000000000000002,2024,1,31,2,0,31,False,False,True,False,21453.03,21208.065,20118.600714285716,20137.874285714286,train
2024-02-01,21266.81,30.381157142857145,3.4538285714285712,-0.6179714285714285,9.281085714285714,13.546171428571428,700,15.428571428571427,2024,2,1,3,0,32,False,False,True,False,21392.8,21609.83,20144.99142857143,20096.945714285714,train
2024-02-02,21430.735,30.615335714285717,3.059471428571429,-1.734257142857143,8.523128571428572,13.940528571428572,700,14.714285714285714,2024,2,2,4,0,33,False,False,True,False,21266.81,20953.235,20095.98857142857,20108.615357142855,train
2024-02-03,16861.915,24.08845,2.8621857142857143,-0.5560142857142857,8.038528571428571,14.137814285714285,700,10.428571428571429,2024,2,3,5,1,34,False,False,True,False,21430.735,17138.15,20164.202857142856,20147.36357142857,train
2024-02-04,17080.03,24.400042857142857,2.8732285714285712,-0.3629285714285715,7.5531428571428565,14.126771428571429,700,11.285714285714285,2024,2,4,6,1,35,False,False,True,False,16861.915,17025.98,20124.740714285716,20126.19392857143,train
2024-02-05,21054.46,30.0778,4.238428571428572,1.2735714285714286,10.104185714285714,12.761571428571429,700,13.571428571428571,2024,2,5,0,0,36,False,False,True,False,17080.03,21441.915,20132.46214285714,20137.630357142854,train
2024-02-06,21101.815,30.145449999999997,4.026471428571428,-0.45551428571428576,9.865414285714285,12.97352857142857,700,15.142857142857144,2024,2,6,1,0,37,False,False,True,False,21054.46,21453.03,20077.11142857143,20099.818928571425,train
2024-02-07,21180.48,30.257828571428572,3.6613285714285713,0.10578571428571432,9.3877,13.338671428571429,700,14.285714285714285,2024,2,7,2,0,38,False,False,True,False,21101.815,21392.8,20026.937857142857,20072.769285714283,train
2024-02-08,20689.579999999998,29.556542857142855,5.064857142857143,-0.6682,10.59252857142857,11.935142857142857,700,14.714285714285714,2024,2,8,3,0,39,False,False,True,False,21180.48,21266.81,19996.606428571427,20070.79892857143,train
2024-02-09,20864.29,29.806128571428573,4.535528571428571,0.6231857142857143,9.064214285714286,12.464471428571427,700,14.428571428571429,2024,2,9,4,0,40,False,False,True,False,20689.579999999998,21430.735,19914.144999999997,20005.066785714287,train
2024-02-10,17145.48,24.493542857142856,2.457957142857143,-2.662757142857143,6.990857142857143,14.542042857142858,700,10.714285714285714,2024,2,10,5,1,41,False,False,True,False,20864.29,16861.915,19833.22428571429,19998.713571428572,train
2024-02-11,16032.825,22.904035714285715,5.3586285714285715,1.9281714285714286,10.7728,11.641371428571428,700,11.285714285714285,2024,2,11,6,1,42,False,False,True,False,17145.48,17080.03,19873.73357142857,19999.237142857142,train
2024-02-12,21156.329999999998,30.223328571428567,4.095971428571429,-1.0505285714285715,9.043657142857143,12.90402857142857,700,14.285714285714285,2024,2,12,0,0,43,False,False,True,False,16032.825,21054.46,19724.132857142857,19928.297499999997,train
2024-02-13,21518.015,30.740021428571428,3.1566428571428573,-1.510257142857143,8.764314285714285,13.843357142857144,700,15.0,2024,2,13,1,0,44,False,False,True,False,21156.329999999998,21101.815,19738.68571428571,19907.898571428574,train
2024-02-14,20520.035,29.314335714285715,5.7647571428571425,1.5843,11.613585714285714,11.235242857142858,700,13.857142857142858,2024,2,14,2,0,45,False,False,True,False,21518.015,21180.48,19798.14285714286,19912.540357142858,train
2024-02-15,21315.16,30.45022857142857,3.631857142857143,-0.8071857142857143,7.6210571428571425,13.368142857142859,700,13.857142857142858,2024,2,15,3,0,46,False,False,True,False,20520.035,20689.579999999998,19703.79357142857,19850.2,train
2024-02-16,20781.985,29.68855,5.406685714285714,1.020257142857143,10.497157142857143,11.593314285714285,700,14.285714285714285,2024,2,16,4,0,47,False,False,True,False,21315.16,20864.29,19793.162142857145,19853.653571428575,train
2024-02-17,16645.465,23.779235714285715,3.8433428571428574,0.7206142857142857,7.827071428571428,13.156657142857142,700,11.0,2024,2,17,5,1,48,False,False,True,False,20781.985,17145.48,19781.40428571429,19807.31428571429,train
2024-02-18,16906.24,24.15177142857143,3.472385714285714,-0.4390714285714285,7.672385714285714,13.527614285714286,700,11.285714285714285,2024,2,18,6,1,49,False,False,True,False,16645.465,16032.825,19709.97357142857,19791.85357142857,train
2024-02-19,21029.565,30.042235714285713,4.8225428571428575,1.0198285714285715,9.99627142857143,12.177457142857142,700,12.857142857142856,2024,2,19,0,0,50,False,False,True,False,16906.24,21156.329999999998,19834.74714285714,19779.44,train
2024-02-20,20669.425,29.527749999999997,5.754314285714286,1.1854142857142858,9.84967142857143,11.245685714285713,700,13.428571428571429,2024,2,20,1,0,51,False,False,True,False,21029.565,21518.015,19816.637857142858,19777.66178571429,train
2024-02-21,20561.005,29.372864285714286,6.244757142857143,2.3316285714285714,10.951471428571429,10.755242857142857,700,13.285714285714286,2024,2,21,2,0,52,False,False,True,False,20669.425,20520.035,19695.410714285714,19746.776785714286,train
2024-02-22,20713.52,29.590742857142857,5.342314285714285,0.7959285714285714,9.822614285714286,11.657685714285714,700,14.857142857142858,2024,2,22,3,0,53,False,False,True,False,20561.005,21315.16,19701.26357142857,19702.528571428575,train
2024-02-23,21176.955,30.25279285714286,3.8696714285714284,-0.1704142857142857,8.661271428571428,13.13032857142857,700,15.285714285714286,2024,2,23,4,0,54,False,False,True,False,20713.52,20781.985,19615.315000000002,19704.23857142857,train
2024-02-24,16138.055,23.054364285714286,4.987642857142857,1.1049285714285715,10.258885714285714,12.012357142857143,700,10.285714285714285,2024,2,24,5,1,55,False,False,True,False,21176.955,16645.465,19671.739285714284,19726.571785714284,train
2024-02-25,16489.435,23.556335714285716,4.412785714285714,-0.6883,8.69902857142857,12.587214285714285,700,11.285714285714285,2024,2,25,6,1,56,False,False,True,False,16138.055,16906.24,19599.252142857145,19654.61285714286,train
2024-02-26,20474.65,29.2495,5.9153714285714285,1.8112714285714286,10.936771428571427,11.08462857142857,700,14.285714285714285,2024,2,26,0,0,57,False,False,True,False,16489.435,21029.565,19539.70857142857,19687.227857142858,train
2024-02-27,20723.865,29.605521428571432,5.085485714285714,0.5919285714285714,10.138685714285714,11.914514285714285,700,14.857142857142858,2024,2,27,1,0,58,False,False,True,False,20474.65,20669.425,19460.435,19638.536428571428,train
2024-02-28,20906.98,29.867114285714287,5.3970142857142855,0.8990857142857143,11.509485714285715,11.602985714285715,700,13.0,2024,2,28,2,0,59,False,False,True,False,20723.865,20561.005,19468.212142857144,19581.81142857143,train
2024-02-29,20906.17,29.86595714285714,4.892185714285715,0.16241428571428576,9.474714285714287,12.107814285714285,700,13.571428571428571,2024,2,29,3,0,60,False,False,True,False,20906.98,20713.52,19517.637142857147,19609.450357142858,train
2024-03-01,19924.13,28.46304285714286,7.197585714285715,2.5931714285714285,11.97787142857143,9.802414285714285,700,13.142857142857142,2024,3,1,4,0,61,False,False,False,True,20906.17,21176.955,19545.158571428572,19580.236785714285,train
2024-03-02,15399.05,21.998642857142855,6.328028571428571,1.5988857142857142,12.321942857142856,10.671971428571428,700,10.428571428571429,2024,3,2,5,1,62,False,False,False,True,19924.13,16138.055,19366.183571428573,19518.96142857143,train
2024-03-03,15359.67,21.942385714285713,6.253171428571429,1.7222285714285714,11.98027142857143,10.746828571428571,700,10.0,2024,3,3,6,1,63,False,False,False,True,15399.05,16489.435,19260.61142857143,19429.931785714285,train
2024-03-04,20624.935,29.46419285714286,5.0507285714285715,0.7815857142857143,10.538985714285714,11.949271428571429,700,12.857142857142856,2024,3,4,0,0,64,False,False,False,True,15359.67,20474.65,19099.216428571428,19319.4625,train
2024-03-05,20411.92,29.15988571428571,6.002457142857144,1.6515999999999997,11.024199999999999,10.997542857142857,700,11.857142857142858,2024,3,5,1,0,65,False,False,False,True,20624.935,20723.865,19120.68571428571,19290.56035714286,train
2024-03-06,20232.325,28.90332142857143,5.7727571428571425,1.8092428571428572,12.033642857142858,11.227242857142857,700,13.714285714285715,2024,3,6,2,0,66,False,False,False,True,20411.92,20906.98,19076.12214285714,19272.16714285714,train
2024-03-07,20069.99,28.671414285714288,7.017842857142857,2.6216142857142857,11.373142857142858,9.982157142857144,700,12.571428571428573,2024,3,7,3,0,67,False,False,False,True,20232.325,20906.17,18979.742857142857,19248.69,train
2024-03-08,20405.49,29.150700000000004,4.841642857142857,0.7579714285714286,9.734885714285715,12.158357142857144,700,14.285714285714285,2024,3,8,4,0,68,False,False,False,True,20069.99,19924.13,18860.288571428573,19202.72357142857,train
2024-03-09,16232.545,23.18935,4.564728571428572,-0.05058571428571436,9.050214285714286,12.43527142857143,700,11.0,2024,3,9,5,1,69,False,False,False,True,20405.49,15399.05,18929.054285714286,19147.618928571428,train
2024-03-10,15169.835,21.671192857142856,7.254728571428572,4.280785714285714,12.432542857142858,9.745271428571428,700,10.285714285714285,2024,3,10,6,1,70,False,False,False,True,16232.545,15359.67,19048.125,19154.36821428571,train
2024-03-11,19714.905,28.16415,7.228957142857143,2.3071571428571427,13.554214285714286,9.771042857142858,700,12.571428571428573,2024,3,11,0,0,71,False,False,False,True,15169.835,20624.935,19021.005714285715,19060.11107142857,train
2024-03-12,20011.3,28.587571428571426,7.372028571428571,2.975271428571429,12.027642857142858,9.627971428571428,700,12.857142857142856,2024,3,12,1,0,72,False,False,False,True,19714.905,20411.92,18891.00142857143,19005.84357142857,train
2024-03-13,19706.615,28.152307142857143,6.911228571428571,2.838857142857143,11.941971428571428,10.088771428571429,700,13.428571428571429,2024,3,13,2,0,73,False,False,False,True,20011.3,20232.325,18833.77,18954.94607142857,train
2024-03-14,20003.135,28.57590714285714,6.636342857142856,2.101857142857143,11.77102857142857,10.363657142857143,700,12.571428571428573,2024,3,14,3,0,74,False,False,False,True,19706.615,20069.99,18758.66857142857,18869.205714285716,train
2024-03-15,19695.21,28.136014285714285,8.011700000000001,3.5714571428571427,13.869614285714285,8.988299999999999,700,13.285714285714286,2024,3,15,4,0,75,False,False,False,True,20003.135,20405.49,18749.117857142857,18804.703214285713,train
2024-03-16,14747.075,21.06725,8.238885714285715,3.5197857142857143,13.353871428571427,8.761114285714285,700,10.857142857142858,2024,3,16,5,1,76,False,False,False,True,19695.21,16232.545,18647.649285714284,18788.351785714283,train
2024-03-17,14912.35,21.303357142857145,7.3591,2.084257142857143,12.316785714285714,9.6409,700,11.0,2024,3,17,6,1,77,False,False,False,True,14747.075,15169.835,18435.439285714285,18741.782142857144,train
2024-03-18,19412.1,27.731571428571428,8.308857142857143,5.042685714285715,13.7124,8.691142857142857,700,12.428571428571429,2024,3,18,0,0,78,False,False,False,True,14912.35,19714.905,18398.655714285716,18709.830714285716,train
2024-03-19,19765.165,28.235950000000003,7.4878857142857145,3.9086857142857143,12.523085714285713,9.512114285714286,700,11.857142857142858,2024,3,19,1,0,79,False,False,False,True,19412.1,20011.3,18355.397857142856,18623.199642857144,train
2024-03-20,20275.385,28.964835714285712,6.2059,2.7337285714285713,12.49392857142857,10.7941,700,13.285714285714286,2024,3,20,2,0,80,False,False,False,True,19765.165,19706.615,18320.235714285714,18577.00285714286,train
2024-03-21,18950.865,27.07266428571429,9.020514285714285,3.8468857142857145,14.564528571428571,7.9794857142857145,700,12.142857142857142,2024,3,21,3,0,81,False,False,False,True,20275.385,20003.135,18401.48857142857,18580.07857142857,train
2024-03-22,19681.835,28.11690714285714,7.911057142857143,2.7952142857142857,13.258457142857143,9.088942857142857,700,13.857142857142858,2024,3,22,4,0,82,False,False,False,True,18950.865,19695.21,18251.164285714283,18500.14107142857,train
2024-03-23,15278.26,21.826085714285714,7.074514285714286,2.9287714285714284,11.217671428571428,9.925485714285715,700,10.571428571428571,2024,3,23,5,1,83,False,False,False,True,19681.835,14747.075,18249.25357142857,18448.45142857143,train
2024-03-24,14244.425,20.34917857142857,9.162585714285713,4.820228571428571,14.133285714285714,7.837414285714285,700,9.714285714285714,2024,3,24,6,1,84,False,False,False,True,15278.26,14912.35,18325.13714285714,18380.288214285716,train
2024-03-25,19311.715,27.588164285714285,8.267,3.447714285714286,12.2351,8.733,700,12.714285714285714,2024,3,25,0,0,85,False,False,False,True,14244.425,19412.1,18229.719285714284,18314.1875,train
2024-03-26,19683.405,28.119149999999998,7.412614285714286,3.3005285714285715,12.68482857142857,9.587385714285714,700,12.714285714285714,2024,3,26,1,0,86,False,False,False,True,19311.715,19765.165,18215.37857142857,18285.388214285715,train
2024-03-27,19303.805,27.576864285714286,8.627728571428571,4.698885714285715,13.234214285714287,8.372271428571429,700,12.142857142857142,2024,3,27,2,0,87,False,False,False,True,19683.405,20275.385,18203.69857142857,18261.967142857142,train
2024-03-28,19006.725,27.152464285714284,9.529271428571429,5.794071428571429,15.300514285714286,7.470728571428571,700,12.714285714285714,2024,3,28,3,0,88,False,False,False,True,19303.805,18950.865,18064.90142857143,18233.195,train
2024-03-29,19753.13,28.218757142857143,7.498857142857142,2.8663857142857143,12.546642857142857,9.501142857142858,700,13.142857142857142,2024,3,29,4,0,89,False,False,False,True,19006.725,19681.835,18072.88142857143,18162.022857142856,train
2024-03-30,14533.39,20.761985714285714,9.009871428571428,4.313171428571429,14.596442857142858,7.9901285714285715,700,10.428571428571429,2024,3,30,5,1,90,False,False,False,True,19753.13,15278.26,18083.066428571427,18166.16,train
2024-03-31,14571.17,20.815957142857144,8.938228571428573,4.561942857142857,13.271314285714286,8.061771428571427,700,10.571428571428571,2024,3,31,6,1,91,False,False,False,True,14533.39,14244.425,17976.65642857143,18150.896785714285,train
2024-04-01,18761.954999999998,26.802792857142855,9.542757142857143,5.7157285714285715,13.984457142857142,7.457242857142857,700,12.285714285714286,2024,4,1,0,0,92,False,False,False,True,14571.17,19311.715,18023.334285714285,18126.526785714286,train
2024-04-02,18425.025,26.32146428571429,10.7121,7.654614285714285,15.700571428571427,6.2879,700,11.714285714285715,2024,4,2,1,0,93,False,False,False,True,18761.954999999998,19683.405,17944.797142857144,18080.087857142855,train
2024-04-03,18456.64,26.36662857142857,10.460842857142858,6.412942857142857,14.445514285714287,6.5391571428571424,700,12.285714285714286,2024,4,3,2,0,94,False,False,False,True,18425.025,19303.805,17765.028571428567,17984.36357142857,train
2024-04-04,18660.08,26.657257142857144,10.220285714285714,5.679714285714286,13.409857142857142,6.779714285714286,700,11.0,2024,4,4,3,0,95,False,False,False,True,18456.64,19006.725,17644.005,17854.453214285713,train
2024-04-05,18524.43,26.463471428571427,10.459314285714285,7.1066142857142856,16.00037142857143,6.540685714285715,700,11.428571428571429,2024,4,5,4,0,96,False,False,False,True,18660.08,19753.13,17594.484285714283,17833.682857142856,train
2024-04-06,13901.625,19.859464285714285,9.922828571428571,5.351814285714286,16.3077,7.077171428571429,700,10.428571428571429,2024,4,6,5,1,97,False,False,False,True,18524.43,14533.39,17418.955714285716,17751.011071428573,train
2024-04-07,14267.195,20.38170714285714,9.548257142857143,5.181114285714286,14.378242857142858,7.4517428571428574,700,10.571428571428571,2024,4,7,6,1,98,False,False,False,True,13901.625,14571.17,17328.70357142857,17652.68,train
2024-04-08,18191.46,25.9878,11.1482,7.011400000000001,17.201171428571428,5.8518,700,11.142857142857142,2024,4,8,0,0,99,False,False,False,True,14267.195,18761.954999999998,17285.278571428575,17654.306428571428,train
2024-04-09,18670.13,26.671614285714288,9.957814285714287,6.364285714285714,14.59982857142857,7.042185714285714,700,12.571428571428573,2024,4,9,1,0,100,False,False,False,True,18191.46,18425.025,17203.779285714285,17574.288214285716,train
2024-04-10,17977.215,25.681735714285715,12.066514285714286,7.601814285714285,17.150185714285712,4.933485714285713,700,11.571428571428571,2024,4,10,2,0,101,False,False,False,True,18670.13,18456.64,17238.794285714284,17501.911428571428,train
2024-04-11,17839.97,25.48567142857143,12.04657142857143,8.177771428571427,17.280285714285714,4.953428571428572,700,11.142857142857142,2024,4,11,3,0,102,False,False,False,True,17977.215,18660.08,17170.305,17407.155000000002,train
2024-04-12,18275.25,26.1075,10.7113,6.930285714285714,16.630185714285712,6.2946285714285715,700,11.428571428571429,2024,4,12,4,0,103,False,False,False,True,17839.97,18524.43,17053.14642857143,17323.81535714286,train
2024-04-13,13450.72,19.215314285714285,11.460657142857142,6.960157142857143,17.08267142857143,5.539342857142857,700,10.857142857142858,2024,4,13,5,1,104,False,False,False,True,18275.25,13901.625,17017.549285714285,17218.2525,train
2024-04-14,13073.17,18.675957142857143,11.63797142857143,9.03667142857143,17.606185714285715,5.362028571428572,700,9.857142857142858,2024,4,14,6,1,105,False,False,False,True,13450.72,14267.195,16953.134285714284,17140.918928571427,train
2024-04-15,17249.204999999998,24.641721428571426,13.197014285714285,8.826257142857143,18.521257142857145,3.8029857142857146,700,10.857142857142858,2024,4,15,0,0,106,False,False,False,True,13073.17,18191.46,16782.559285714284,17033.918928571427,train
2024-04-16,17556.115,25.08016428571429,12.84635714285714,9.273685714285714,18.31962857142857,4.284728571428572,700,11.714285714285715,2024,4,16,1,0,107,False,False,False,True,17249.204999999998,18670.13,16647.95142857143,16925.865357142855,train
2024-04-17,18045.01,25.77858571428571,11.663585714285714,7.332114285714285,16.123285714285714,5.336414285714286,700,11.857142857142858,2024,4,17,2,0,108,False,False,False,True,17556.115,17977.215,16488.806428571428,16863.800357142856,train
2024-04-18,17474.475,24.96353571428571,12.797099999999999,8.593828571428572,18.181428571428572,4.2029,700,11.571428571428571,2024,4,18,3,0,109,False,False,False,True,18045.01,17839.97,16498.49142857143,16834.398214285717,train
2024-04-19,18295.995,26.137135714285712,11.460928571428571,7.384042857142857,15.993500000000001,5.539071428571429,700,11.285714285714285,2024,4,19,4,0,110,False,False,False,True,17474.475,18275.25,16446.277857142857,16749.712142857144,train
2024-04-20,12988.56,18.555085714285713,12.130557142857144,8.005814285714285,16.894414285714287,4.870857142857143,700,10.428571428571429,2024,4,20,5,1,111,False,False,False,True,18295.995,13450.72,16449.24142857143,16733.395357142857,train
2024-04-21,12280.73,17.5439,14.492542857142858,9.794771428571428,19.276685714285716,2.7902571428571425,700,9.571428571428571,2024,4,21,6,1,112,False,False,False,True,12988.56,13073.17,16383.218571428572,16668.176428571427,train
2024-04-22,17717.13,25.310185714285716,12.443242857142858,9.554471428571429,17.507571428571428,4.556757142857143,700,11.0,2024,4,22,0,0,113,False,False,False,True,12280.73,17249.204999999998,16270.012857142856,16526.28607142857,train
2024-04-23,17083.675,24.40525,13.98707142857143,9.3131,18.937428571428573,3.0129285714285716,700,11.285714285714285,2024,4,23,1,0,114,False,False,False,True,17717.13,17556.115,16336.859285714283,16492.405357142856,train
2024-04-24,18112.0,25.874285714285715,11.878671428571428,8.809271428571428,16.889857142857142,5.133728571428572,700,11.285714285714285,2024,4,24,2,0,115,False,False,False,True,17083.675,18045.01,16269.367857142857,16379.087142857143,train
2024-04-25,17795.32,25.421885714285715,12.11647142857143,9.079857142857142,18.116185714285713,4.883528571428571,700,11.285714285714285,2024,4,25,3,0,116,False,False,False,True,18112.0,17474.475,16278.937857142855,16388.714642857143,train
2024-04-26,16990.395,24.27199285714286,13.632914285714284,9.6019,19.131914285714284,3.3670857142857145,700,11.428571428571429,2024,4,26,4,0,117,False,False,False,True,17795.32,18295.995,16324.772857142858,16385.525357142855,train
2024-04-27,12609.165,18.01309285714286,13.389242857142856,9.38272857142857,18.395,3.610757142857143,700,9.857142857142858,2024,4,27,5,1,118,False,False,False,True,16990.395,12988.56,16138.25857142857,16293.75,train
2024-04-28,12736.16,18.194514285714284,12.785542857142856,8.892885714285713,17.574114285714284,4.2144571428571425,700,10.857142857142858,2024,4,28,6,1,119,False,False,False,True,12609.165,12280.73,16084.059285714286,16233.638928571429,train
2024-04-29,17354.79,24.792557142857145,13.389757142857142,8.920314285714285,18.84182857142857,3.610242857142857,700,11.142857142857142,2024,4,29,0,0,120,False,False,False,True,12736.16,17717.13,16149.120714285715,16209.566785714285,train
2024-04-30,17330.955,24.758507142857145,13.610214285714285,9.5759,18.613028571428572,3.389785714285714,700,11.142857142857142,2024,4,30,1,0,121,False,False,False,True,17354.79,17083.675,16097.357857142855,16217.108571428571,train
2024-05-01,16721.555,23.887935714285714,14.134342857142858,9.616942857142856,20.470342857142857,2.9261714285714286,700,10.857142857142858,2024,5,1,2,0,122,False,False,False,True,17330.955,18112.0,16132.683571428572,16201.025714285715,train
2024-05-02,16987.83,24.268328571428572,13.499414285714286,9.698485714285715,18.096785714285716,3.9093142857142857,700,11.285714285714285,2024,5,2,3,0,123,False,False,False,True,16721.555,17795.32,15934.048571428573,16106.493214285714,train
2024-05-03,16068.65,22.955214285714284,15.553714285714285,12.430514285714285,20.098414285714284,1.6802000000000001,700,11.285714285714285,2024,5,3,4,0,124,False,False,False,True,16987.83,16990.395,15818.692857142858,16071.732857142855,train
2024-05-04,12116.78,17.309685714285717,15.041142857142857,11.405071428571429,20.963228571428573,2.356514285714286,700,10.571428571428571,2024,5,4,5,1,125,False,False,False,True,16068.65,12609.165,15687.015000000001,15912.636785714287,train
2024-05-05,11625.32,16.607599999999998,15.613457142857143,11.96492857142857,20.5889,1.6841571428571434,700,10.571428571428571,2024,5,5,6,1,126,False,False,False,True,12116.78,12736.16,15616.674285714285,15850.366785714286,train
2024-05-06,16192.19,23.131700000000002,14.996442857142858,10.886357142857143,21.84815714285714,2.003557142857143,700,10.428571428571429,2024,5,6,0,0,127,False,False,False,True,11625.32,17354.79,15457.982857142857,15803.551785714286,train
2024-05-07,16831.475,24.044964285714283,13.985014285714286,9.450157142857144,18.9152,3.0308571428571427,700,12.285714285714286,2024,5,7,1,0,128,False,False,False,True,16192.19,17330.955,15291.897142857144,15694.6275,train
2024-05-08,16250.625,23.21517857142857,15.584171428571429,11.248357142857143,20.47452857142857,1.5123714285714283,700,10.428571428571429,2024,5,8,2,0,129,False,False,False,True,16831.475,16721.555,15220.542857142858,15676.613214285713,train
2024-05-09,15936.56,22.766514285714283,16.589585714285715,12.964314285714286,21.1435,1.2425428571428574,700,10.428571428571429,2024,5,9,3,0,130,False,False,False,True,16250.625,16987.83,15153.267142857143,15543.657857142856,train
2024-05-10,15759.645,22.51377857142857,16.733999999999998,13.10387142857143,20.93822857142857,0.9400571428571426,700,10.428571428571429,2024,5,10,4,0,131,False,False,False,True,15936.56,16068.65,15003.085714285713,15410.889285714287,train
2024-05-11,11493.405,16.419150000000002,16.082285714285714,11.645914285714285,21.585900000000002,1.092914285714286,700,10.428571428571429,2024,5,11,5,1,132,False,False,False,True,15759.645,12116.78,14958.942142857142,15322.97857142857,train
2024-05-12,11400.925,16.287035714285715,16.3393,12.053899999999999,21.393771428571426,1.0129428571428571,700,11.0,2024,5,12,6,1,133,False,False,False,True,11493.405,11625.32,14869.888571428572,15243.281428571428,train
2024-05-13,15674.4,22.392,16.7453,12.738985714285716,21.7027,1.1213571428571425,700,10.857142857142858,2024,5,13,0,0,134,False,False,False,True,11400.925,16192.19,14837.832142857142,15147.907500000001,train
2024-05-14,15724.675,22.46382142857143,17.784985714285714,13.009842857142857,23.68781428571429,0.5159428571428574,700,10.142857142857142,2024,5,14,1,0,135,False,False,False,True,15674.4,16831.475,14763.86214285714,15027.879642857142,train
2024-05-15,16180.93,23.115614285714287,15.80042857142857,10.847157142857144,20.721285714285713,1.6738428571428572,700,10.571428571428571,2024,5,15,2,0,136,False,False,False,True,15724.675,16250.625,14605.747857142856,14913.145357142856,train
2024-05-16,16033.9,22.905571428571427,15.7709,11.066742857142858,20.487314285714287,1.5759142857142856,700,10.714285714285714,2024,5,16,3,0,137,False,False,False,True,16180.93,15936.56,14595.791428571427,14874.529285714287,train
